Tipologia;Ragione_sociale;Comune;Provincia;Indirizzo;CAP;Telefono;Email;Sito_Web;Dipendenti;Data_convenzione;Settore;Codice_ATECO;Descrizione
AZIENDA;M B ACCUMULATORI SRL;BUSSOLENGO;VR;VIA DEL LAVORO,22;37012;0456703743;marco@mbaccumulatori.com;www.mbaccumulatori.com;11;20-04-2018;;46.9;COMMERCIO ALL'INGROSSO NON SPECIALIZZATO
AZIENDA;M.C.E. MECCANICA SRL;VERONA;VR;VIA STRADA DELLA GENOVESA;37100;045 6661744 + 045 6661643;info@mce-meccanica.com;www.mce-meccanica.com;;20-05-2019;;;
AZIENDA;M.G.IMPIANTI DI MANI GRAZIANO;VERONA;VR;VIA ZORZI,7;37138;3470314182;gectosco@alice.it;;;;;;
AZIENDA;M.S.C.   S.R.L.;VERONA;VR;VIA A.MILANI 5/A;37124;0454735687;n.moni@mediarete.it;;3;;;;
AZIENDA;MADA S.R.L.;OPPEANO;VR;VIA F. BUSONI, 200;37050;0456984151;amministrazione@mada-srl.com;;;;;;
AZIENDA;MAGAZZINI FRIGORIFERI SURGELO SRL;SAN MARTINO BUON ALBERGO;VR;LOCALITA' CAMPALTO,5/9;37036;045990263;info@surgelo.com;;8;;;52.10.2;Magazzini frigoriferi per conto terzi
AZIENDA;MAGI SRL;TORRI DEL BENACO;VR;PIAZZETTA PORTICI, 12;37010;0457225510;info@magistudio.it;http://www.magistudio.it/;;;;62.02;Consulenza nel settore delle tecnologie dell'informatica
AZIENDA;MAKRO LABELLING SRL;GOITO;MN;VIA S.GIOVANNA D'ARCO, 9;46044;03761872203;;http://makrolabelling.it/index.php;;;;;
AZIENDA;MAN TRUCK & BUS ITALIA SPA;DOSSOBUONO DI VILLAFRANCA ;VR;VIA MONTE BALDO;37062;0458299646;elisa.disalvo@man.eu;www.mantrukandbus.it;196;13-05-2019;;45.19.02;Intermediari del commercio di altri autoveicoli (incluse le agenzie di compravendita)
AZIENDA;MANNI SIPRE SPA;VERONA;VR;VIA A. RIGHI 7;37100;045/8088938;ilaria.bigagnoli@mannigroup.com;www.mannisipre.com;;27-05-2019;;25.11.00;Fabbricazione di strutture metalliche e parti assemblate di strutture
AZIENDA;MANUTEC S.R.L.;VERONA;VR;VIA CA' DI APRILI, 3/C;37135;045540439;posta@manutec.it;www.manutec.it;;;;;
AZIENDA;MANZATO CLAUDIO;SANT'AMBROGIO DI VALPOLICELLA;VR;VIA S.ACQUISTO 5;37015;3494755094;manzato@c-point.it;mcmanzato.com;;;;45.31.01;Commercio all'ingrosso di parti e accessori di autoveicoli
AZIENDA;MARANA FORNI;VERONA;VR;VIA TURBINA,98;37100;0456704503;info@maranaforni.it;www.maranaforni.it;28;;;;
AZIENDA;MARCHIOL SPA;VILLORBA;TV;VIALE DELLA REPUBBLICA 41;31020;0458569712;ufficio.personale@marchiol.com;www.marchiol .com;667;;;46.47.30;Commercio all'ingrosso di articoli per l'illuminazione  materiale elettrico vario per uso domestico
AZIENDA;MARKIES SRL;LAZISE;VR;VIA ZAPPO 16;37017;0456471060;info@palazzodellascala.com;www.palazzodellascala.com;20;;;55.10.00;Alberghi
AZIENDA;MARTE S.R.L;SAN BONIFACIO;VR;VIA DELLE FONTANELLE, 83/D;37047;0458538024;support@marte.it;www.drexweb.net;;;;;
AZIENDA;MARTINI CARLO SNC DI MARTINI VALENTINO E FAGIANI STEFANO & C.;SAN GIOVANNI LUPATOTO;VR;MONTE COMUN 69;37057;0458753391 ;amministrazione@martiniascensori.it ;www.martiniascensori.it;11;20-05-2019;;43.29.01;Installazione, riparazione e manutenzione di ascensori e scale mobili
AZIENDA;MASSA SAS;SOAVE;VR;VIA S.MATTEO 145;37038;0457681611;info@massa1904.com;www.massa1904.com;6;;;46.75.01;Commercio all'ingrosso di fertilizzanti e di altri prodotti chimici per l'agricoltura
AZIENDA;MASTELLA G.&M.SNC;VERONA;VR;VIA DELLE ROSE,5;37141;045557137;gioemiche@alice.it;;1;;;;
AZIENDA;MAURELLI SPA;VERONA;VR;VIA DELLA MECCANICA 30/A;37100;0452478103;francesca@maurelli.it;;;;;;
AZIENDA;MAXSTONE SRL;VERONA;VR;VIA SOMMACAMPAGNA,63D/E;37137;0456668051;maxstone@legalmail.it;www.maxstone.it;1;;;;
AZIENDA;MAXTECH;VERONA;VR;VIA PALAZZINA, 174;37134;045507655;info@maxtech.it;;;;;;
AZIENDA;MAYA IDEE SRL;VERONA;VR;VIA SAVAL 25;37100;0458305000;tatiana.orlandi@mayaidee.it;www.mayaidee.it;13;25-05-2018;;73.2;RICERCHE DI MERCATO E SONDAGGI DI OPINIONE
AZIENDA;ME.CO IMPIANTI SRL;SONA;VR;VENETO;37060;04560900085;amministrazione@mecoimpianti.com;;;;;;
AZIENDA;MEC CAR S.N.C.;VERONA;VR;VIA SOMMACAMPAGNA, 59;37139;0458620991;susanna@meccar.org;;;;;;
AZIENDA;MEC STUDIO SRLS;VERONA;VR;VIA ZANCLE,6;37100;3453280668;info@mec-studio.it;www.mec-studio.it;0;;;;
AZIENDA;MECATECK GROUP SRL;VERONA;VR;VIA MADONNA PELLEGRINA, 30;37047;0457613473;mecateck@mecatek.com;http://www.mecatecautomazione.it;;;;;
AZIENDA;MECCANICA MURARI SRL;NEGRAR;VR;VIA TORINO,5;37024;0457513476;info@meccanicamurari.it;www.meccanicamurari.it;10;;;;
AZIENDA;MEDIA &TECH S.R.L.;SAN GIOVANNI LUPATOTO;VR;VIA GAROFOLI, 317/A;37057;0458776581;info@mediatechweb.com;;;;;;
AZIENDA;MEQUADRO DI EMANUELE MAZZI;SAN MARTINO BUON ALBERGO;VR;VIALE DEL LAVORO 15/H;37036;0458781546;;www.mequadro.it;4;29-04-2019;;90.02.01;Noleggio con operatore di strutture ed attrezzature per manifestazioni e spettacoli
AZIENDA;MESAROLI LOGISTICA S.P.A.;TREVENZUOLO;VR;VIA TIONE, 14;37060;0457359456;elisa.zanini@mesaroli.com;www.mesaroli.com;;;;;
AZIENDA;METALPOINT SRLS;VIGASIO;VR;VIA DEL LAVORO 5/B;37068;0456584286;metalpointsrls@gmail.com;;12;09-07-2018;;25.12.10;Fabbricazione di porte, finestre e loro telai, imposte e cancelli metallici
AZIENDA;METANAUTO GROUP SRL;VERONA;VR;VIA A.POERIO 13/E;37100;0458303412;info@metanautogroup.it;www.metanautogroup.it;1;;;47.30.00;Commercio al dettaglio di carburante per autotrazione
AZIENDA;METIS SOLUTIONS SRL;VERONA;VR;VIALE DEI COMMERCIO,47;37123;0458069295;info@metisnet.it;www.metisnet.it;12;06-04-2018;;62.01;Produzione di software non connesso all'edizione
AZIENDA;MG LAB SRL;BUSSOLENGO;VR;VIA DELL'AGRICOLTURA 7;37012;0456704064;info@mglabsrl.it;via dell'agricoltura;;27-05-2019;INFORMATICA;62.09.09;Altre attività dei servizi connessi alle tecnologie dell'informatica nca
AZIENDA;MICROTEK SERVICE DI BRUNO GRECO;VERONA;VR;GOLOSINE 151 A;37136;3470991941;bruno@mposta.it;;;;;62.09.09;Altre attività dei servizi connessi alle tecnologie dell'informatica nca
AZIENDA;MIDAC S.P.A;SOAVE;VR;VIA A. VOLTA, 2;37038;045/6132132;giammugnani@midacbatteries.com;http://www.midacbatteries.com/it/index.html;496;;;27.20.00;Fabbricazione di batterie di pile ed accumulatori elettrici
AZIENDA;MIGROSS SPA;BUSSOLENGO;VR;VIA PIETRO VASSANELLI, 21;37012;0456717696;Silvia.garonzi@migross.it;;987;14-03-2018;;47.11;Commercio al dettaglio in esercizi non specializzati con prevalenza di prodotti alimentari e bevande
AZIENDA;MIOINDIRIZZO SRL;VERONA;VR;VIA ENRICO FERMI, 11/A;37100;0459200030;info@mioindirizzo.com;www.avelia.it;7;20-05-2019;INFORMATICA;;
AZIENDA;MODELLERIA ADIGE;VERONA;VR;VIA BASSONE,23;37139;0458511423;modadige@libero.it;;;;;;
AZIENDA;MODENINI SRL;VIGASIO;VR;VIA DELL'INDUSTRIA, 6;37068;0457363899;info@modenini.it;www.modenini.it;8;20-05-2019;ELETTRONICA;45.20.10;Riparazioni meccaniche di autoveicoli
AZIENDA;MONDAL SRL;MONTORIO V.SE ;VR;VIA LANIFICIO 84;37141;0458840830;barbara@mondal.it;www.mondal.it;10;;;18.12;Altra stampa
AZIENDA;MONDIALTRANS SRL;VERONA;VR;SOGARE,5;37138;0458102154;mondialtrans@tin.it;www.trasportimondialtrans.com;14;;;49.41;Trasporto di merci su strada
AZIENDA;MONDO PC SNC;CASTEL D'AZZANO;VR;VIA C. ANGIOLIERI, 4;37060;045518086;mail@mondo-pc.it;http://www.mondo-pc.it/mondo-pc;;;INFORMATICA;;
AZIENDA;MORI ANGELO & C.SAS;SOMMACAMPAGNA;VR;VIA ANDREA DORIA 4/A;37066;0458961144;info@moriangeloimpianti.it;;2;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;MORO & CO.DI GIOVANNI BERTASO;VILLAFRANCA DI VERONA;VR;VIA PACE, 5;37069;;moroeco@gmail.com;www.moroeco.com;1;;;74.10.10;Attività di design di moda e design industriale
AZIENDA;MORO TECNOIMPIANTI DI MORO LORENZO;SORGA';VR;VIA DI LA TIONE,18;37060;0457370090;morotecnoimpiant@gmail.com;;2;07-05-2018;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;MOROTTO RIPARAZIONI;NOGARA;VR;VIA PIOPPONE, 17;37054;0442510773;officinaitalianasas@gmail.com;www.marottoriparazioni.it;;;;;
AZIENDA;MOS80 S.R.L.;VERONA;VR;VIA MERCURIO, 5;37135;045543232;f.coppola@mos80.it;;15;;;26.20.00;Fabbricazione di computer e unità periferiche
AZIENDA;MOSCONI GOMME SERVICE SAS;GREZZANA;VR;VIA LEONARDO DA VINCI 3;37023;;info@mosconigomme.it;www.mosconigomme.it;8;20-05-2019;COSTRUZIONE DEL MEZZO;45.20.40;Riparazione e sostituzione di pneumatici per autoveicoli
AZIENDA;MOTO FRANCHINI SAS;NEGRAR;VR;VIALE EUROPA 4;37024;0457500215;info@motofranchini.com;www.motofranchini.com;;;;;
AZIENDA;MOTOMAXI SNC;PESCANTINA;VR;VIA BRENNERO 74;37026;3283058093;info@motomaxi .it;;2;;;;
AZIENDA;MOTOR SERVICE SAS DI CARMINE MUTO & C.;SONA;VR;VIA EMILIA 16;37060;0456700685;;;2;22-05-2019;LOGISTICA;42.20.2;
AZIENDA;MOTOSCOOTER SERVICE DI TACCONI S.;SONA;VR;VIA BOSCO 25/A;37060;0453194018;Motoscooter.service@gmail.com;;;;;;
AZIENDA;MOTUS TEAM;CALDIERO;VR;VIA VAGO,15;37042;045982535;motus@bici-scooter.it;;2;;;;
AZIENDA;MTA SPA;CODOGNO;LO;VIALE DELL'INDUSTRIA 12;26845;0522/1827202;www.mta.it;liuba.ettori@mta.it;694;29-04-2019;;29.31.00;Fabbricazione di apparecchiature elettriche ed elettroniche per autoveicoli e loro motori
AZIENDA;MTD SRL;PESCANTINA;VR;VIA VOLTA 2;37026;0457157266;info@mtdsrl.it;http://www.mtdsrl.it;8;;;28.29.99;Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca
AZIENDA;MULTILOGISTICS SPA;VERONA;VR;VIA F.FERMI,11;37100;045995169;sguardiano@multilogistics.net;www.multilogistics.net;109;;;;
AZIENDA;MULTISERVICE GB S.R.L;SAN GIOVANNI LUPATOTO;VR;VIA MERZARI, 1;37057;0458620421;info@multiservicegb.it;;;;;;
AZIENDA;MYMB SRL;CAPANNORI;LU;VIA DI CARRAIA  141;55061;045 6899700;mymb.amministrazione@timegroup.it;www.my-mb.it;8;07-05-2019;;62.09.09;Altre attività dei servizi connessi alle tecnologie dell'informatica nca
AZIENDA;MYONE SAS;BUSSOLENGO;VR;VIA DELL'AGRICOLTURA 2A;37012;0456766995;amministrazione@my-one.it;;8;;;;
AZIENDA;MYWORLD ITALIA SRL;SAN MARTINO BUON ALBERGO;VR;VIALE DEL LAVORO 33;37036;045 2080571;office.it@myworld.com;www.cashbackworld.com;65;29-04-2019;;77.22.09;
AZIENDA;NARDI ELETTRONICA  SRL;SAN BONIFACIO;VR;STRADA DELLA SELVA 83;37047;0457660663;nardielettronic@nardielettronic.com;www.nardielettronic.com;6;;;27.90.09;Fabbricazione di altre apparecchiature elettriche nca
AZIENDA;NAUTICA MARE SRL;CALDIERO;VR;VIA VERONA 15;37042;0457650168;sales@nauticamare.it;www.nauticamare.it;3;20-05-2019;INFORMATICA;47.64.2;Commercio al dettaglio di natanti e accessori
AZIENDA;NEN SRLS;VERONA;VR;VICOLO STELLA,12;37121;3406616082;nensrls12@gmail.com;;;;;;
AZIENDA;NEOTECNICA S.R.L.;SANT'AMBROGIO DI VALPOLICELLA;VR;VIA DIAZ LOCALITA' DOMEGLIARA 4;37015;0456862581;;http://www.neotecnica.eu/;;20-05-2019;INFORMATICA;62.01;Produzione di software non connesso all'edizione
AZIENDA;NETSYSCO SRL;SAN PIETRO IN CARIANO;VR;VIA G.CAMPOSTRINI 50;37029;0456838352;amministrazione@netsysco.net;www.netsysco.net;6;28-02-2019;INFORMATICA;46.51;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
AZIENDA;NETZSCH GERAETEBAU GMBH;VERONA;VR;VIA ALBERE 132;37100;;info@netzsch.com;www.netzsch-thermal-analysis.com;5;;;26.51;Fabbricazione di strumenti e apparecchi di misurazione, prova e navigazione (esclusi quelli ottici)
AZIENDA;NEUFRA SPEDIZIONI SRL;SAN GIOVANNI LUPATOTO;VR;VIA CA'NOVA ZAMPIERI 4E;37057;0458774111;verona@neufra.it;www.neufraspedition.de;8;27-05-2019;LOGISTICA;52291;SPEDIZIONI
AZIENDA;NEW INFORMATICA;RONCO ALL'ADIGE;VR;PIAZZA GARIBALDI,12/B;37055;0456615360;info@newinformatica.it;newinformatica.it;2;;INFORMATICA;;
AZIENDA;NEXTFLOW SRLS;BUSSOLENGO;VR;VIA VERONA 22A;37012;;info@nextflow;www.nextflow.it;;27-05-2019;INFORMATICA;46.74.29;Commercio all'ingrosso di articoli in ferro e in altri metalli (ferramenta)
AZIENDA;NG SERVIZI S.A.S.;LUGAGNANO DI SONA;VR;VIA DELL'INDUSTRIA, 24;37060;0454851400;amministrazione@ng-servizi.net;;;;;;
AZIENDA;NICOLIS IMPIANTI SRL;PESCANTINA;VR;VIA EX-INTERNATI,5/B;37026;0456704275;amministrazione@nicolisimpianti.it;www.nicolisimpianti.it;14;;;;
AZIENDA;NICOLIS INFORMATICA & SERVIZI SRL;VILLAFRANCA DI VERONA;VR;VIA CASCINA VERDE, 2;37069;0456334040;amministrazione@nicolis.com;;4;;INFORMATICA;47.41;
AZIENDA;NICOLIS PROJECT S.R.L.;VILLAFRANCA DI VERONA;VR;VIA CASCINA VERDE, 2;37069;0456334030;amministrazione@nicolis.com;;27;30-05-2016;;;
ASSOCIAZIONE;NOI VERONA;GREZZANA;VR;PIAZZA CARLO EDELE 21;37023;0458538066;segreteria @noiverona.com;www.noiverona.com;3;;;94.99.90;Attività di altre organizzazioni associative nca
AZIENDA;NOLEGGIARE SRL;TRENTO;TN;VIA A.DE GASPERI,14/1;38123;0452059301;info@noleggiare.it;;10;;;77.11;Noleggio di autovetture ed autoveicoli leggeri
AZIENDA;NORDEST GROUP SRL;VERONA;VR;VIA GARBINI,15;37100;045502755;info@nordest-group.com;www.nordest-group.com;9;;;;
AZIENDA;NOVA DITEX SRL;PESCHIERA DEL GARDA;VR;LOCALITA'MANDELLA,38;37019;0456401191;info@ditex.it;;16;;;45.31.01;Commercio all'ingrosso di parti e accessori di autoveicoli
AZIENDA;NOVA SYSTEMS ENGINEERING S.R.L.;SAN MARTINO BUON ALBERGO;VR;VIALE DEL LAVORO, 39A;37036;0458788211;valeria@novasystems.it;http://www.novasystems.it/;;;;;
AZIENDA;NOVA SYSTEMS SERVICES S.R.L.;VELO VERONESE;VR;PIAZZA DEL POPOLO, 1;37030;0458788214;lforomi@novasystemsindustria.eu;;;;;;
AZIENDA;NOVA SYSTEMS SERVICES S.R.L.;SAN MARTINO BUON ALBERGO;VR;VIALE DEL LAVORO, 39;37036;0458788211;bavesani@novasystems.it;;43;15-05-2019;INFORMATICA;63.11.30;Hosting e fornitura di servizi applicativi (ASP)
AZIENDA;NOVAMIND S.N.C.;ISOLA DELLA SCALA;VR;VIA VITTORIO VENETO;37063;0456630515;info@novimind.it;www.novamind.it;3;27-05-2019;INFORMATICA;;
AZIENDA;NPN ELETTRONICA DI MOLINAROLO GIANLUCA;VERONA;VR;VIA FIUME, 58F;37047;0456103892;npnelettronica@ega.it;;;;;;
AZIENDA;NST AUTOMATION SRLS;VERONA;VR;STRADA DELL'ALPO  7;37100;0458203319;nst@nstautomation.it;;13;18-05-2019;ELETTRONICA;43.21.02;Installazione di impianti elettronici (inclusa manutenzione e riparazione)
AZIENDA;NULLTECH S.R.L.;SAN GIOVANNI LUPATOTO ;VR;PIAZZA ZINELLI 1;37057;045549035;;;2;;;62.01.00;Produzione di software non connesso all'edizione
AZIENDA;NUOVA TECNOMOTOR S.R.L.;PESCANTINA;VR;VIA E. NATTA, 28;37026;0457153755;;;;;;;
AZIENDA;OA POINT GROUP SRL;SONA;VR;VIA LIGURIA,78;37060;0458511370;amministrazione@oapointgroup.it;www.oapointgroup.it;16;;;;
AZIENDA;OFFICE AUTOMATION S.R.L.;VERONA;VR;VIALE DEL COMMERCIO, 10/C;37122;0458002529;francesca.grego@officeautomation.it;www.officeautomation.it;27;;;46.51;Commercio all'ingrosso di computer, apparecchiature informatiche periferiche e di software
AZIENDA;OFFICINA CAILOTTO SRL;VERONA;VR;VIA SOMMACAMPAGNA 59;37100;0458624211;tiziano.martinelli@officinecailotto.it;;78;23-05-2019;COSTRUZIONE DEL MEZZO;;
AZIENDA;OFFICINA GELIO GIORGIO SRL;VIGASIO;VR;VIA DELL'INDUSTRIA 20;37068;;;;;20-05-2019;COSTRUZIONE DEL MEZZO;;
AZIENDA;OFFICINA MECCANICA DI AGOSTINI RENATO;POVEGLIANO VERONESE;VR;VIA AZZANO, 19;37064;0457970191;;;;;;45201;
AZIENDA;OFFICINA PICCOLI SPA;VERONA;VR;VIA E.FERMI,21;37100;045504895;amministrazione@officinepiccoli.it;www.officinepiccoli.it;28;;;25.5;FUCINATURA, IMBUTITURA, STAMPAGGIO E PROFILATURA DEI METALLI  METALLURGIA DELLE POLVERI
AZIENDA;OFFICINA SPONDA SRL;VERONA;VR;VIA F. GIOIA, 47;37135;045501293;luca.trentin@volkswagengroup.it;;;;;;
AZIENDA;OFFICINA TECNOFRENO SRL;SAN PIETRO IN CARIANO;VR;VIA BRENNERO 101;37029;0457725271;tecnofreno@infinito.it;;4;;;45.20.1;Riparazioni meccaniche di autoveicoli
AZIENDA;OFFICINA TURCO TIZIANO;ILLASI;VR;VIA FABIO FILZI,101;37031;0457834046;;info@ttcar.it;;;;45.20.10;Riparazioni meccaniche di autoveicoli
AZIENDA;OFFICINA ZANTEDESCHI SNC;SAN PIETRO IN CARIANO;VR;VIA CA' DEDE 6;37029;0457701713;zantedeschitrattori@alice.it;;1;;;46.61.0;Commercio all'ingrosso di macchine, accessori e utensili agricoli, inclusi i trattori
AZIENDA;OFFICINE BRENNERO S.P.A.;VERONA;VR;VIA MANTOVANA, 158/B;37137;045/861231;matteo.ferioni@iveco.com;www.officinebrennero.it;130;12-03-2018;;45.19.01;Commercio all'ingrosso e al dettaglio di altri autoveicoli
AZIENDA;OLI.TECNICA DI MENINI GIANNI E C.SNC;BUSSOLENGO;VR;P.LE VITTORIO VENETO 85;37012;0457157536;info@olitecnicasnc.it;;6;19-03-2018;;95.11;Riparazione di computer e periferiche
AZIENDA;OLIP ITALIA S.P.A.;LAZISE;VR;VIA CONFINE, 13;37017;0456463111;giampietro.dallevedove@olip.it;;144;04-05-2018;;15.20.10;Fabbricazione di calzature
AZIENDA;OLMA DI DUSI RENATO;SAN GIOVANNI LUPATOTO;VR;VIA MONTE CAREGA 22/2;37057;;info@01mavr.it;;;27-05-2019;COSTRUZIONE DEL MEZZO;28.2;FABBRICAZIONE DI ALTRE MACCHINE DI IMPIEGO GENERALE
AZIENDA;OMNI SNC DI VENTURI LUCIANO E C.;VERONA;VR;VIA FLAVIO GIOIA,8;37135;0458200217;;;2;;;;
AZIENDA;OMV MACHINERY SRL;VERONA;VR;LUNGADIGE ATTIRAGLIO 67;37100;0458394444;info@omvgroup.com;;47;24-05-2019;;28.29.20;Fabbricazione di macchine e apparecchi per le industrie chimiche, petrolchimiche e petrolifere (incl
AZIENDA;OPEN-CO SRL;SANT'AMBROGIO DI VALPOLICELLA;VR;VIA CORTE RONCHI 81C;37015;0457860276;info@openco.it;www.openco.it;20;15-05-2019;INFORMATICA;62.09.09;Altre attività dei servizi connessi alle tecnologie dell'informatica nca
AZIENDA;OPIFICIO DEI SENSI COOPERATIVA SOCIALE ONLUS;SAN MARTINO BUON ALBERGO;VR;VIA BROLO MUSELLA 27;37036;0458947356;tempomassimo@gmail.com;www.opificiodeisensi.it;;;;;
AZIENDA;ORODENT SRL;CASTELNUOVO DEL GARDA;VR;MARIA GAETANI AGNESI,8;37014;0456450635;info@orodent.com;www.orodent.com;8;;;24.54.00;Fusione di altri metalli non ferrosi
AZIENDA;OROTIG SRL;CASTELNUOVO DEL GARDA;VR;VIA XXV APRILE 47;37010;0456400865;info@orotig.com;www.orotig.com;56;06-05-2019;;28.29.99;Fabbricazione di altro materiale meccanico e di altre macchine di impiego generale nca
AZIENDA;ORTHOFIX S.R.L.;BUSSOLENGO;VR;VIA DELLE NAZIONI, 9;37012;0456719000;davide@remelli.net;;;;;;
AZIENDA;OSPEDALE P.PEDERZOLI;PESCHIERA DEL GARDA;VR;VIA MONTE BALDO,24;37019;0456449111;amministrazione@ospedalepederzoli.it;www.cdcpederzoli.it;650;;;;
AZIENDA;OSPEDALIERA UNIVERSITARIA INTEGRATA DI VERONA;VERONA;VR;P.LE  A. STEFANI,1;37126;0458126530;gianpaolo.masini@ospedalieraverona.it;;;;;;
AZIENDA;PAGIN AUTO S.R.L.;BOVOLONE;VR;VIA MADONNA, 219;37051;0457100077;paginauto@email.it;;;;;;
AZIENDA;PALUANI SPA;DOSSOBUONO;VR;VIA DELL'ATIGIANATO 18;37062;0458614411;info@paluani.it;www.paluani.it;;;;;
AZIENDA;PANASONIC ELECTRIC WORKS ITALIA SRL;BUSSOLENGO;VR;COMMERCIO 3;37012;;;PANASONIC-ELECTRIC.COM;;;;;
AZIENDA;PARMALAT S.P.A.;COLLECCHIO;PR;VIA DELLE NAZIONI UNITE, 4;43044;05218081;m.contorni@parmalat.net;www.parmalat.it;1683;;;;
ENTE RELIGIOSO;PARROCCHIA S. MARIA AUSILIATRICE;VERONA;VR;VIA G.PRATI  10;37100;045913422;smausiliatriceverona@gmail.com;;;;;;
ENTE RELIGIOSO;PARROCCHIA SANTA MARIA IMMACOLATA;VERONA;VR;VIA SAN MARCO, 61;37138;045574439;giuseppelonardi@virgilio.it;www.mariaimmacolataverona.it;;;;;
AZIENDA;PASTIFICIO AVESANI;BUSSOLENGO;VR;VIA ANDROMEDA,11;37066;3404694625;valentina.avesani@avesani.com;;40;;;10.73.0;Produzione di paste alimentari, di cuscus e di prodotti farinacei simili
AZIENDA;PASTIFICIO RANA S.P.A.;SAN GIOVANNI LUPATOTO;VR;VIA PACINOTTI 25;37057;0458587311;mbugna@rana.it;www.rana.it;1000;;;;
AZIENDA;PAYANINI SRL;DOLCE';VR;VIA 1 MAGGIO 141AB;37020;0456888404;info@payanini.com;www.payanini.com;43;20-05-2019;LOGISTICA;23.70.1;Segagione e lavorazione delle pietre e del marmo
AZIENDA;PC REWORK;VERONA;VR;VIA CENTRO, 2/D;37135;0452478610;info@pcrework.it;;;;;;
AZIENDA;PCSISTEMI SAS;VILLAFRANCA DI VERONA;VR;VIA ORTIGARA 38H;37069;0456301366;paolo.cipriani@pcsistemi.it;www.pcsistemi.it;3;;;95.11;Riparazione di computer e periferiche
AZIENDA;PERFORMANCE IN LIGHTING SPA;COLOGNOLA AI COLLI;VR;VIALE DEL LAVORO 9/11;37030;0456159211;k.castagna@pil.lighting;www.performanceinlighting.com;181;;;27.40.09;Fabbricazione di altre apparecchiature per illuminazione
AZIENDA;PERINA GIANCARLO SRL;VERONA;VR;VIA CHIODA 177;37100;0458601326;perina.giancarlo@gmail.com;www.perinagiancarloimpiantielettrici.it;3;;;43.21.01;Installazione di impianti elettrici in edifici o in altre opere di costruzione (inclusa manutenzione
AZIENDA;PERLATI MARCELLINO;SANMARTINO BUON ALBERGO;VR;VIA PINDEMONTE 4;37036;3475422554;m.perlati@libero.it;;;;;43.21.02;Installazione di impianti elettronici (inclusa manutenzione e riparazione)
AZIENDA;PEROZENI SRL;BOSCO CHIESANUOVA;VR;VIA LORENZI 44;37021;0457050735;personale1@perozeni.it;www.perozeni.it;74;07-06-2019;;25.62.00;Lavori di meccanica generale
AZIENDA;PESENTE SERVICE S.N.C.;VERONA;VR;VIA MARIN FALIERO, 69;37138;045/565788;info@pesente.it;;;;;;
AZIENDA;PHARMATHEK SRL SOCIETA'UNIPERSONALE;VERONA;VR;VIA ENRICO FERMI 43;37136;045 950301;info@pharmathek.com;www.pharmathek.com;50;29-04-2019;;28.22.09;Fabbricazione di altre macchine e apparecchi di sollevamento e movimentazione
AZIENDA;PHONELAB;SONA;VR;VIA TRENTINO 1;37060;0456084062;;;4;18-05-2019;ELETTRONICA;47.41;Commercio al dettaglio di computer, unità periferiche, software e attrezzature per ufficio in eserc
AZIENDA;PIANETA LC SRL;POVEGLIANO VERONESE;VR;DANTE ALIGHIERI.2-I;37064;0458941100;lorenzoconvertinopubblicita@gmail.com;www.pianetalc.it;6;;;;
ASSOCIAZIONE;PICCOLA FRATERNITA' LESSINIA ONLUS;BOSCO CHIESANUOVA;VR;VIA DON A.SQUARANTI,20;37021;0457050706;info@pflessinia.it;www.pflessinia.it;15;;;87.90.00;Altre strutture di assistenza sociale residenziale
AZIENDA;PICCOLI SERGIO & C. SRL;VERONA;VR;BINELUNGHE, 15 - LOC. BASSONE;37139; 045 8510988;mary@piccolisergio.it;http://www.piccolisergio.it;;;;;
AZIENDA;PIESSE QUADRO S.R.L.;BOVOLONE;VR;VIA GIORDANI, 9;37051;0456901890;segreteria@piessequadro.com;www.piessequadro.com;;;;;
AZIENDA;PIKALU SRL;SAN PIETRO IN CARIANO;VR;VIA INGELHEIM,53;37029;0457704801;info@athleta.it;www.athleta.it;3;;;;
AZIENDA;PITTAROSSO SPA;LEGNARO;PD;VIA DELL'INDUSTRIA 16;35020;0498831111;ufficio.personale@pittarosso.com;www.pittarosso.com;8;;;;
AZIENDA;PIVA LUCA;OPPEANO;VR;VIA CADALORA, 69;37050;3357593887;tecnopiva@libero.it;www.pivaluca.com;;;;;
AZIENDA;PIZZEGHELLA STEVAN SRL;PESCANTINA;VR;VIA E.FERMI,9;37026;0456750078;info@stevanelevatori.it;www.stevanelevatori.it;26;;;43.29.01;Installazione, riparazione e manutenzione di ascensori e scale mobili
AZIENDA;PLAY GAMES SNC;BUSSOLENGO;VR;LARGO SALVO D'ACQUISTO 24;37012;3394254819;;;;;;93.29.90;Altre attività di intrattenimento e di divertimento nca
AZIENDA;PLUMAKE SRL;GREZZANA;VR;VIALE DEL LAVORO 2;37023;3287142111;info@plumake.it;http://www.plumake.it/;7;28-01-2016;;22.29.09;Fabbricazione di altri articoli in materie plastiche nca
AZIENDA;PLUVITEC S.P.A.;RONCO ALL'ADIGE;VR;VIA QUADRELLI, 69;37055;045 660811;ufficio.amministrazione@pluvitec.com;ww.pluvitec.com;;;;;
